788812408	rating(avg)	4.47454844007
788812408	movie	1
788812408	disney	1
788812408	little	1
788812408	love	1
788812408	great	1
788812807	rating(avg)	4.61941448382
788812807	movie	1
788812807	disney	1
788812807	lady	1
788812807	tramp	1
788812807	love	1
788814664	rating(avg)	4.39547038328
788814664	movie	1
788814664	damon	1
788814664	good	1
788814664	great	1
788814664	film	1
788815466	rating(avg)	4.40634920635
788815466	movie	1
788815466	simon	1
788815466	film	1
788815466	great	1
788815466	birch	1
790729628	rating(avg)	4.15555555556
790729628	movie	1
790729628	film	1
790729628	blade	1
790729628	version	1
790729628	runner	1
790729636	rating(avg)	4.29194630872
790729636	movie	1
790729636	tornado	1
790729636	film	1
790729636	good	1
790729636	effects	1
790729644	rating(avg)	4.44055944056
790729644	movie	1
790729644	eastwood	1
790729644	film	1
790729644	clint	1
790729644	western	1
790729652	rating(avg)	4.42685025818
790729652	batman	1
790729652	movie	1
790729652	film	1
790729652	joker	1
790729652	jack	1
790729660	rating(avg)	4.19274376417
790729660	movie	1
790729660	great	1
790729660	time	1
790729660	film	1
790729660	good	1
790729687	rating(avg)	4.37721893491
790729687	movie	1
790729687	vampire	1
790729687	cruise	1
790729687	film	1
790729687	tom	1
790729709	rating(avg)	4.47260273973
790729709	movie	1
790729709	whitney	1
790729709	love	1
790729709	kevin	1
790729709	great	1
790729717	rating(avg)	4.40875912409
790729717	movie	1
790729717	film	1
790729717	celie	1
790729717	color	1
790729717	great	1
790729725	rating(avg)	4.35349716446
790729725	movie	1
790729725	film	1
790729725	great	1
790729725	best	1
790729725	dvd	1
0005019281	rating(avg)	4.51875
0005019281	christmas	1
0005019281	winkler	1
0005019281	henry	1
0005019281	movie	1
0005019281	version	1
0307514161	rating(avg)	4.5625
0307514161	christmas	1
0307514161	rudolph	1
0307514161	dvd	1
0307514161	classic	1
0307514161	just	1
0310263662	rating(avg)	4.11197578902
0310263662	movie	1
0310263662	film	1
0310263662	jesus	1
0310263662	christ	1
0310263662	gibson	1
0310274281	rating(avg)	4.8339100346
0310274281	movie	1
0310274281	story	1
0310274281	great	1
0310274281	ben	1
0310274281	carson	1
0718000315	rating(avg)	4.50526315789
0718000315	jesus	1
0718000315	movie	1
0718000315	bible	1
0718000315	word	1
0718000315	matthew	1
0767002652	rating(avg)	4.31077694236
0767002652	series	1
0767002652	downton	1
0767002652	season	1
0767002652	characters	1
0767002652	like	1
0767087372	rating(avg)	4.38
0767087372	series	1
0767087372	upstairs	1
0767087372	episodes	1
0767087372	set	1
0767087372	quality	1
0767726227	rating(avg)	4.78485370052
0767726227	mel	1
0767726227	brooks	1
0767726227	movies	1
0767726227	great	1
0767726227	collection	1
0767736680	rating(avg)	4.50420168067
0767736680	movies	1
0767736680	great	1
0767736680	home	1
0767736680	movie	1
0767736680	watch	1
076780192X	rating(avg)	4.42250922509
076780192X	movie	1
076780192X	film	1
076780192X	spielberg	1
076780192X	encounters	1
076780192X	great	1
0767802470	rating(avg)	4.61024182077
0767802470	movie	1
0767802470	german	1
0767802470	film	1
0767802470	war	1
0767802470	version	1
0767802519	rating(avg)	4.58461538462
0767802519	movie	1
0767802519	leon	1
0767802519	film	1
0767802519	version	1
0767802519	great	1
0767802535	rating(avg)	4.21771217712
0767802535	movie	1
0767802535	food	1
0767802535	italian	1
0767802535	great	1
0767802535	film	1
0767802594	rating(avg)	4.53140096618
0767802594	shakespeare	1
0767802594	movie	1
0767802594	branagh	1
0767802594	film	1
0767802594	love	1
0767802624	rating(avg)	4.43777777778
0767802624	movie	1
0767802624	great	1
0767802624	smith	1
0767802624	lee	1
0767802624	jones	1
0767802659	rating(avg)	3.79127134725
0767802659	movie	1
0767802659	film	1
0767802659	like	1
0767802659	it's	1
0767802659	book	1
0767802802	rating(avg)	4.55805243446
0767802802	movie	1
0767802802	film	1
0767802802	hopkins	1
0767802802	stevens	1
0767802802	love	1
0767803434	rating(avg)	4.1301369863
0767803434	president	1
0767803434	movie	1
0767803434	force	1
0767803434	ford	1
0767803434	harrison	1
0767805267	rating(avg)	4.62217659138
0767805267	movie	1
0767805267	film	1
0767805267	fifth	1
0767805267	great	1
0767805267	like	1
0767805712	rating(avg)	4.57045454545
0767805712	movie	1
0767805712	film	1
0767805712	gattaca	1
0767805712	vincent	1
0767805712	genetic	1
0767806239	rating(avg)	4.171875
0767806239	movie	1
0767806239	film	1
0767806239	story	1
0767806239	tibet	1
0767806239	dalai	1
0767808673	rating(avg)	4.17891373802
0767808673	spice	1
0767808673	girls	1
0767808673	movie	1
0767808673	album	1
0767808673	song	1
076780922X	rating(avg)	4.61580381471
076780922X	movie	1
076780922X	baseball	1
076780922X	great	1
076780922X	league	1
076780922X	hanks	1
0767809246	rating(avg)	4.69609856263
0767809246	movie	1
0767809246	film	1
0767809246	great	1
0767809246	story	1
0767809246	like	1
0767809254	rating(avg)	4.71907756813
0767809254	movie	1
0767809254	great	1
0767809254	love	1
0767809254	watch	1
0767809254	movie.	1
0767809262	rating(avg)	4.52777777778
0767809262	baseball	1
0767809262	movie	1
0767809262	film	1
0767809262	hobbs	1
0767809262	roy	1
0767811100	rating(avg)	4.64028776978
0767811100	movie	1
0767811100	nicholson	1
0767811100	jack	1
0767811100	good	1
0767811100	hunt	1
0767812417	rating(avg)	4.34218289086
0767812417	movie	1
0767812417	oliver	1
0767812417	great	1
0767812417	musical	1
0767812417	film	1
0767812778	rating(avg)	4.86753246753
0767812778	film	1
0767812778	lawrence	1
0767812778	movie	1
0767812778	great	1
0767812778	dvd	1
0767813871	rating(avg)	4.68928571429
0767813871	movie	1
0767813871	musical	1
0767813871	film	1
0767813871	john	1
0767813871	history	1
0767814037	rating(avg)	4.51644736842
0767814037	movie	1
0767814037	western	1
0767814037	good	1
0767814037	like	1
0767814037	kevin	1
076781505X	rating(avg)	4.27228915663
076781505X	movie	1
076781505X	story	1
076781505X	film	1
076781505X	valjean	1
076781505X	version	1
0767817478	rating(avg)	3.27304964539
0767817478	godzilla	1
0767817478	movie	1
0767817478	like	1
0767817478	film	1
0767817478	just	1
0767817664	rating(avg)	4.48207171315
0767817664	vampire	1
0767817664	movie	1
0767817664	horror	1
0767817664	film	1
0767817664	great	1
0767817753	rating(avg)	4.35849056604
0767817753	movie	1
0767817753	murray	1
0767817753	john	1
0767817753	great	1
0767817753	film	1
0767819586	rating(avg)	4.27111111111
0767819586	movie	1
0767819586	film	1
0767819586	jolie	1
0767819586	angelina	1
0767819586	ryder	1
0767823729	rating(avg)	4.56818181818
0767823729	zorro	1
0767823729	movie	1
0767823729	film	1
0767823729	great	1
0767823729	banderas	1
0767824407	rating(avg)	4.40684410646
0767824407	beethoven	1
0767824407	music	1
0767824407	movie	1
0767824407	film	1
0767824407	beethoven's	1
0767824571	rating(avg)	4.59803921569
0767824571	movie	1
0767824571	python	1
0767824571	monty	1
0767824571	film	1
0767824571	holy	1
0767825411	rating(avg)	4.36247334755
0767825411	movie	1
0767825411	film	1
0767825411	ghostbusters	1
0767825411	great	1
0767825411	it's	1
0767827716	rating(avg)	4.34509803922
0767827716	movie	1
0767827716	car	1
0767827716	christine	1
0767827716	arnie	1
0767827716	film	1
0767827929	rating(avg)	4.4061302682
0767827929	movie	1
0767827929	jesus	1
0767827929	godspell	1
0767827929	musical	1
0767827929	film	1
0767830520	rating(avg)	4.50984682713
0767830520	travis	1
0767830520	film	1
0767830520	movie	1
0767830520	taxi	1
0767830520	driver	1
0767834739	rating(avg)	3.6905370844
0767834739	movie	1
0767834739	resident	1
0767834739	evil	1
0767834739	like	1
0767834739	film	1
0767834860	rating(avg)	4.2736318408
0767834860	movie	1
0767834860	animals	1
0767834860	milo	1
0767834860	cat	1
0767834860	otis	1
0767836316	rating(avg)	4.42214532872
0767836316	movie	1
0767836316	metal	1
0767836316	heavy	1
0767836316	film	1
0767836316	it's	1
0767836324	rating(avg)	4.48140495868
0767836324	movie	1
0767836324	peter	1
0767836324	pan	1
0767836324	great	1
0767836324	hook	1
0767836359	rating(avg)	4.49162011173
0767836359	movie	1
0767836359	film	1
0767836359	story	1
0767836359	river	1
0767836359	love	1
0767839129	rating(avg)	3.30519480519
0767839129	joan	1
0767839129	movie	1
0767839129	film	1
0767839129	arc	1
0767839129	story	1
0767849493	rating(avg)	4.1081871345
0767849493	movie	1
0767849493	smith	1
0767849493	film	1
0767849493	kevin	1
0767849493	it's	1
0767849981	rating(avg)	4.57915057915
0767849981	movie	1
0767849981	great	1
0767849981	just	1
0767849981	like	1
0767849981	it's	1
0767851013	rating(avg)	4.47916666667
0767851013	movie	1
0767851013	book	1
0767851013	little	1
0767851013	film	1
0767851013	women	1
0767853636	rating(avg)	4.27536231884
0767853636	movie	1
0767853636	annie	1
0767853636	version	1
0767853636	great	1
0767853636	love	1
0780020685	rating(avg)	4.68900343643
0780020685	film	1
0780020685	samurai	1
0780020685	movie	1
0780020685	seven	1
0780020685	great	1
0780022181	rating(avg)	4.34851936219
0780022181	film	1
0780022181	movie	1
0780022181	brazil	1
0780022181	it's	1
0780022181	gilliam	1
0780022300	rating(avg)	4.23863636364
0780022300	movie	1
0780022300	grant	1
0780022300	hepburn	1
0780022300	film	1
0780022300	cary	1
0780607287	rating(avg)	4.56812933025
0780607287	movie	1
0780607287	turtles	1
0780607287	ninja	1
0780607287	it's	1
0780607287	good	1
0780608372	rating(avg)	4.32320441989
0780608372	movie	1
0780608372	friday	1
0780608372	chris	1
0780608372	funny	1
0780608372	tucker	1
0780614097	rating(avg)	4.60384615385
0780614097	movie	1
0780614097	grant	1
0780614097	cary	1
0780614097	house	1
0780614097	loy	1
0780618068	rating(avg)	4.5468164794
0780618068	movie	1
0780618068	travolta	1
0780618068	great	1
0780618068	john	1
0780618068	michael	1
0780618556	rating(avg)	4.34615384615
0780618556	movie	1
0780618556	jim	1
0780618556	carrey	1
0780618556	just	1
